AvgMonthlyCharge,AvgTenure,Churn,ChurnedCustomers,ChurnFlag,ChurnRate,Contract,customerID,Dependents,DeviceProtection,gender,TotalCustomers,Sum of TotalCharges,TenureGroup,Sum of tenure,TechSupport,StreamingTV,StreamingMovies,Sum of SeniorCitizen,PhoneService,PaymentMethod,Partner,PaperlessBilling,OnlineSecurity,OnlineBackup,MultipleLines,Sum of MonthlyCharges,InternetService,MRR_At_Risk
44.4,1,Yes,1,1,1,Month-to-month,6982-SSHFK,No,No,Male,1,44.4,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,44.4,DSL,44.4
20.85,1,Yes,1,1,1,Month-to-month,6982-UQZLY,No,No,Female,1,20.85,0-12,1,No,No,No,1,Yes,Mailed check,Yes,Yes,No,No,No,20.85,No,20.85
86.3,39,Yes,1,1,1,Month-to-month,6986-IJDHX,Yes,No,Male,1,3266,37-48,39,No,Yes,No,0,Yes,Mailed check,Yes,Yes,No,Yes,No,86.3,Fiber optic,86.3
79.5,54,Yes,1,1,1,Month-to-month,6987-XQSJT,No,No,Female,1,4370.25,49-60,54,No,No,No,1,Yes,Electronic check,No,Yes,No,Yes,Yes,79.5,Fiber optic,79.5
68.95,2,Yes,1,1,1,Month-to-month,6993-OHLXR,No,No,Female,1,119.75,0-12,2,No,No,No,0,Yes,Electronic check,No,No,No,No,No,68.95,Fiber optic,68.95
74.9,1,Yes,1,1,1,Month-to-month,6996-KNSML,No,Yes,Female,1,74.9,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,74.9,Fiber optic,74.9
61.6,20,Yes,1,1,1,Month-to-month,7000-WCEVQ,No,No,Female,1,1174.35,13-24,20,No,No,Yes,1,Yes,Mailed check,No,Yes,No,No,Yes,61.6,DSL,61.6
84.4,6,Yes,1,1,1,Month-to-month,7005-CCBKV,No,No,Male,1,556.35,0-12,6,No,No,Yes,0,Yes,Electronic check,No,Yes,No,Yes,No,84.4,Fiber optic,84.4
25.1,29,Yes,1,1,1,Month-to-month,7016-BPGEU,No,No,Female,1,712.85,25-36,29,No,No,No,0,No,Credit card (automatic),No,Yes,No,No,No phone service,25.1,DSL,25.1
93.85,2,Yes,1,1,1,Month-to-month,7024-OHCCK,No,No,Female,1,170.85,0-12,2,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,93.85,Fiber optic,93.85
99.05,35,Yes,1,1,1,Month-to-month,7028-DVOIQ,No,Yes,Male,1,3395.8,25-36,35,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,99.05,Fiber optic,99.05
100.45,17,Yes,1,1,1,Month-to-month,7029-RPUAV,No,Yes,Male,1,1622.45,13-24,17,No,Yes,Yes,1,Yes,Credit card (automatic),Yes,Yes,No,No,Yes,100.45,Fiber optic,100.45
45.95,1,Yes,1,1,1,Month-to-month,7054-LGEQW,No,No,Female,1,45.95,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,45.95,DSL,45.95
101.9,53,Yes,1,1,1,Month-to-month,7056-IMHCC,No,No,Male,1,5549.4,49-60,53,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,101.9,Fiber optic,101.9
45.3,1,Yes,1,1,1,Month-to-month,7065-YUNRY,No,No,Female,1,45.3,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,45.3,DSL,45.3
79.4,3,Yes,1,1,1,Month-to-month,7074-IEVOJ,No,No,Female,1,205.05,0-12,3,No,No,No,1,Yes,Electronic check,No,Yes,No,Yes,Yes,79.4,Fiber optic,79.4
98.75,24,Yes,1,1,1,Month-to-month,7079-QRCBC,No,Yes,Female,1,2407.3,13-24,24,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,Yes,98.75,Fiber optic,98.75
25.4,15,Yes,1,1,1,Month-to-month,7083-YNSKY,No,No,Female,1,399.6,13-24,15,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,25.4,No,25.4
103.35,8,Yes,1,1,1,Month-to-month,7089-IVVAZ,No,No,Female,1,847.3,0-12,8,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,Yes,103.35,Fiber optic,103.35
68.25,33,Yes,1,1,1,Month-to-month,7112-OPOTK,No,No,Male,1,2171.15,25-36,33,No,No,No,0,Yes,Electronic check,No,No,No,No,No,68.25,Fiber optic,68.25
84.5,1,Yes,1,1,1,Month-to-month,7120-RFMVS,No,No,Male,1,84.5,0-12,1,No,Yes,No,0,Yes,Electronic check,No,No,No,No,Yes,84.5,Fiber optic,84.5
75.75,8,Yes,1,1,1,Month-to-month,7130-VTEWQ,No,No,Female,1,606.25,0-12,8,No,No,No,1,Yes,Electronic check,No,Yes,No,No,Yes,75.75,Fiber optic,75.75
79.85,25,Yes,1,1,1,Month-to-month,7133-VBDCG,No,No,Female,1,2015.35,25-36,25,No,No,No,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,No,79.85,Fiber optic,79.85
85.7,37,Yes,1,1,1,Month-to-month,7137-RYLPP,No,No,Male,1,3171.15,37-48,37,No,Yes,No,1,Yes,Electronic check,Yes,Yes,No,No,Yes,85.7,Fiber optic,85.7
103,43,Yes,1,1,1,Month-to-month,7142-HVGBG,No,Yes,Male,1,4414.3,37-48,43,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,Yes,Yes,103,Fiber optic,103
69.95,1,Yes,1,1,1,Month-to-month,7153-OANIO,No,No,Male,1,69.95,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,No,69.95,Fiber optic,69.95
90.5,13,Yes,1,1,1,Month-to-month,7156-MHUGY,No,No,Male,1,1201.15,13-24,13,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,No,90.5,Fiber optic,90.5
74.5,1,Yes,1,1,1,Month-to-month,7180-PISOG,Yes,No,Male,1,74.5,0-12,1,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,74.5,Fiber optic,74.5
102.45,1,Yes,1,1,1,Month-to-month,7181-BQYBV,Yes,Yes,Female,1,102.45,0-12,1,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,102.45,Fiber optic,102.45
79,2,Yes,1,1,1,Month-to-month,7198-GLXTC,No,No,Male,1,143.65,0-12,2,No,Yes,No,0,Yes,Electronic check,No,No,No,No,No,79,Fiber optic,79
69.25,1,Yes,1,1,1,Month-to-month,7206-GZCDC,No,No,Female,1,69.25,0-12,1,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,69.25,Fiber optic,69.25
105.5,65,Yes,1,1,1,Month-to-month,7207-RMRDB,Yes,Yes,Female,1,6985.65,61+,65,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,105.5,Fiber optic,105.5
94.9,10,Yes,1,1,1,Month-to-month,7209-JCUDS,No,Yes,Male,1,1048.85,0-12,10,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,94.9,Fiber optic,94.9
100.8,1,Yes,1,1,1,Month-to-month,7216-EWTRS,No,Yes,Female,1,100.8,0-12,1,No,Yes,Yes,1,Yes,Electronic check,Yes,Yes,No,No,Yes,100.8,Fiber optic,100.8
94.2,2,Yes,1,1,1,Month-to-month,7218-HKQFK,No,No,Male,1,167.5,0-12,2,Yes,Yes,Yes,0,Yes,Electronic check,Yes,Yes,No,No,No,94.2,Fiber optic,94.2
88.45,4,Yes,1,1,1,Month-to-month,7228-OMTPN,No,No,Male,1,370.65,0-12,4,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,88.45,Fiber optic,88.45
101.35,8,Yes,1,1,1,Month-to-month,7234-FECYN,No,Yes,Female,1,780.5,0-12,8,No,Yes,Yes,1,Yes,Electronic check,No,No,No,No,Yes,101.35,Fiber optic,101.35
74.85,2,Yes,1,1,1,Month-to-month,7235-NXZCP,No,No,Male,1,156.4,0-12,2,No,No,No,1,Yes,Mailed check,No,Yes,No,No,Yes,74.85,Fiber optic,74.85
19.75,1,Yes,1,1,1,Month-to-month,7239-HZZCX,No,No,Male,1,19.75,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.75,No,19.75
48.75,9,Yes,1,1,1,Month-to-month,7240-ETPTR,No,Yes,Female,1,442.2,0-12,9,No,Yes,Yes,0,No,Electronic check,Yes,Yes,No,No,No phone service,48.75,DSL,48.75
99.75,18,Yes,1,1,1,Month-to-month,7240-FQLHE,No,No,Female,1,1836.25,13-24,18,Yes,Yes,Yes,1,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,99.75,Fiber optic,99.75
25.3,1,Yes,1,1,1,Month-to-month,7242-QZLXF,Yes,No,Male,1,25.3,0-12,1,No,No,No,0,No,Electronic check,No,Yes,No,No,No phone service,25.3,DSL,25.3
85.2,47,Yes,1,1,1,Month-to-month,7248-VZQLC,No,Yes,Female,1,3969.35,37-48,47,No,No,No,1,Yes,Bank transfer (automatic),No,Yes,No,Yes,Yes,85.2,Fiber optic,85.2
85.6,10,Yes,1,1,1,Month-to-month,7249-WBIYX,No,No,Male,1,813.85,0-12,10,No,Yes,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,85.6,Fiber optic,85.6
50.45,1,Yes,1,1,1,Month-to-month,7250-EQKIY,Yes,Yes,Female,1,50.45,0-12,1,No,No,No,0,Yes,Mailed check,Yes,No,No,No,No,50.45,DSL,50.45
69.65,1,Yes,1,1,1,Month-to-month,7254-IQWOZ,No,No,Male,1,69.65,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,69.65,Fiber optic,69.65
90,22,Yes,1,1,1,Month-to-month,7270-BDIOA,No,No,Female,1,1993.8,13-24,22,Yes,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,90,Fiber optic,90
41.15,3,Yes,1,1,1,Month-to-month,7273-TEFQD,No,Yes,Male,1,132.2,0-12,3,No,No,Yes,1,No,Electronic check,No,Yes,No,No,No phone service,41.15,DSL,41.15
90.55,1,Yes,1,1,1,Month-to-month,7274-RTAPZ,No,No,Male,1,90.55,0-12,1,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,No,90.55,Fiber optic,90.55
113.2,41,Yes,1,1,1,Month-to-month,7279-BUYWN,No,Yes,Female,1,4689.5,37-48,41,No,Yes,Yes,1,Yes,Electronic check,No,Yes,Yes,Yes,Yes,113.2,Fiber optic,113.2
90.55,1,Yes,1,1,1,Month-to-month,7294-TMAOP,No,No,Female,1,90.55,0-12,1,No,Yes,Yes,0,Yes,Electronic check,No,No,No,No,No,90.55,Fiber optic,90.55
98.1,4,Yes,1,1,1,Month-to-month,7295-JOMMD,Yes,Yes,Female,1,396.3,0-12,4,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),No,Yes,No,No,No,98.1,Fiber optic,98.1
82,2,Yes,1,1,1,Month-to-month,7314-OXENN,No,No,Male,1,184.65,0-12,2,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,82,Fiber optic,82
90.15,11,Yes,1,1,1,Month-to-month,7321-PKUYW,No,No,Female,1,987.95,0-12,11,Yes,Yes,No,0,Yes,Electronic check,No,No,No,No,Yes,90.15,Fiber optic,90.15
90.8,5,Yes,1,1,1,Month-to-month,7330-WZLNC,No,No,Female,1,455.5,0-12,5,No,Yes,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,90.8,Fiber optic,90.8
74.65,4,Yes,1,1,1,Month-to-month,7341-LXCAF,No,No,Male,1,301.4,0-12,4,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,74.65,Fiber optic,74.65
45.75,1,Yes,1,1,1,Month-to-month,7359-PTSXY,No,No,Male,1,45.75,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,No,No,45.75,DSL,45.75
47.8,2,Yes,1,1,1,Month-to-month,7377-DMMRI,No,No,Male,1,92.45,0-12,2,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,No,47.8,DSL,47.8
70.3,3,Yes,1,1,1,Month-to-month,7379-POKDZ,No,No,Male,1,208.85,0-12,3,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,70.3,Fiber optic,70.3
35.15,3,Yes,1,1,1,Month-to-month,7384-GHBPI,No,No,Male,1,99.75,0-12,3,No,No,Yes,0,No,Electronic check,Yes,Yes,No,No,No phone service,35.15,DSL,35.15
89.45,9,Yes,1,1,1,Month-to-month,7394-FKDNK,No,No,Female,1,853.1,0-12,9,No,Yes,Yes,0,Yes,Electronic check,Yes,No,No,No,No,89.45,Fiber optic,89.45
81.5,17,Yes,1,1,1,Month-to-month,7395-IGJOS,No,No,Male,1,1329.2,13-24,17,No,No,Yes,1,Yes,Bank transfer (automatic),Yes,No,No,No,No,81.5,Fiber optic,81.5
71,1,Yes,1,1,1,Month-to-month,7409-KIUTL,Yes,No,Female,1,71,0-12,1,No,No,No,1,Yes,Electronic check,No,Yes,No,No,No,71,Fiber optic,71
49.55,18,Yes,1,1,1,Month-to-month,7410-KTVFV,No,Yes,Male,1,878.35,13-24,18,No,No,No,0,Yes,Mailed check,Yes,Yes,No,No,No,49.55,DSL,49.55
75.45,7,Yes,1,1,1,Month-to-month,7410-YTJIK,No,No,Female,1,480.75,0-12,7,No,No,No,0,Yes,Mailed check,No,No,No,No,Yes,75.45,Fiber optic,75.45
20.9,1,Yes,1,1,1,Month-to-month,7434-SHXLS,No,No,Female,1,20.9,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,20.9,No,20.9
99.45,12,Yes,1,1,1,Month-to-month,7450-NWRTR,No,Yes,Male,1,1200.15,0-12,12,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,99.45,Fiber optic,99.45
64.65,15,Yes,1,1,1,Month-to-month,7459-RRWQZ,No,No,Female,1,994.55,13-24,15,No,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,No,Yes,64.65,DSL,64.65
48.75,13,Yes,1,1,1,Month-to-month,7470-MCQTK,No,Yes,Female,1,633.4,13-24,13,No,Yes,Yes,0,No,Bank transfer (automatic),Yes,Yes,No,No,No phone service,48.75,DSL,48.75
89.35,7,Yes,1,1,1,Month-to-month,7479-NITWS,No,Yes,Male,1,631.85,0-12,7,No,Yes,No,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,89.35,Fiber optic,89.35
95.7,50,Yes,1,1,1,Month-to-month,7480-QNVZJ,No,No,Male,1,4816.7,49-60,50,No,Yes,Yes,1,Yes,Electronic check,No,Yes,No,No,Yes,95.7,Fiber optic,95.7
90.85,49,Yes,1,1,1,Month-to-month,7481-ATQQS,No,Yes,Female,1,4515.85,49-60,49,No,No,Yes,1,Yes,Credit card (automatic),No,Yes,No,No,Yes,90.85,Fiber optic,90.85
85.65,4,Yes,1,1,1,Month-to-month,7488-MXJIV,No,No,Female,1,321.65,0-12,4,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,85.65,Fiber optic,85.65
79.15,1,Yes,1,1,1,Month-to-month,7493-TPUWZ,No,No,Male,1,79.15,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,Yes,Yes,79.15,Fiber optic,79.15
80.65,8,Yes,1,1,1,Month-to-month,7495-OOKFY,No,No,Female,1,633.3,0-12,8,No,No,No,1,Yes,Credit card (automatic),Yes,Yes,No,Yes,Yes,80.65,Fiber optic,80.65
74.3,16,Yes,1,1,1,Month-to-month,7503-QQRVF,No,No,Male,1,1178.25,13-24,16,No,No,No,1,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,74.3,Fiber optic,74.3
84.65,1,Yes,1,1,1,Month-to-month,7503-ZGUZJ,No,No,Male,1,84.65,0-12,1,No,Yes,No,0,Yes,Mailed check,No,Yes,No,No,Yes,84.65,Fiber optic,84.65
86.1,14,Yes,1,1,1,Month-to-month,7508-MYBOG,No,No,Male,1,1235.55,13-24,14,No,Yes,No,0,Yes,Electronic check,Yes,Yes,No,No,Yes,86.1,Fiber optic,86.1
45.4,9,Yes,1,1,1,Month-to-month,7511-YMXVQ,No,No,Male,1,418.8,0-12,9,No,Yes,Yes,0,No,Electronic check,No,Yes,No,No,No phone service,45.4,DSL,45.4
73.2,19,Yes,1,1,1,Month-to-month,7517-SAWMO,No,No,Female,1,1441.1,13-24,19,No,No,No,0,Yes,Electronic check,Yes,Yes,Yes,No,No,73.2,Fiber optic,73.2
96.05,12,Yes,1,1,1,Month-to-month,7526-BEZQB,No,No,Male,1,1148.1,0-12,12,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,No,Yes,96.05,Fiber optic,96.05
84.25,38,Yes,1,1,1,Month-to-month,7530-HDYDS,No,Yes,Female,1,3264.5,37-48,38,Yes,No,No,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,84.25,Fiber optic,84.25
76.1,24,Yes,1,1,1,Month-to-month,7534-BFESC,No,No,Male,1,1712.7,13-24,24,No,No,No,1,Yes,Electronic check,No,Yes,No,No,Yes,76.1,Fiber optic,76.1
69.65,2,Yes,1,1,1,Month-to-month,7538-GWHML,No,No,Female,1,145.15,0-12,2,No,No,No,0,Yes,Electronic check,No,No,No,No,No,69.65,Fiber optic,69.65
95.25,42,Yes,1,1,1,Month-to-month,7547-EKNFS,No,Yes,Male,1,3959.35,37-48,42,No,Yes,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,95.25,Fiber optic,95.25
96.25,5,Yes,1,1,1,Month-to-month,7548-SEPYI,No,No,Female,1,512.45,0-12,5,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,No,96.25,Fiber optic,96.25
100.55,63,Yes,1,1,1,Month-to-month,7549-MYGPK,Yes,Yes,Female,1,6215.35,61+,63,No,Yes,No,0,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,100.55,Fiber optic,100.55
55.3,6,Yes,1,1,1,Month-to-month,7551-DACSP,Yes,Yes,Male,1,324.25,0-12,6,No,No,No,0,Yes,Mailed check,Yes,Yes,No,Yes,No,55.3,DSL,55.3
19.5,1,Yes,1,1,1,Month-to-month,7551-JOHTI,No,No,Female,1,19.5,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,19.5,No,19.5
93.2,16,Yes,1,1,1,Month-to-month,7562-GSUHK,No,Yes,Female,1,1573.7,13-24,16,No,No,Yes,0,Yes,Credit card (automatic),No,Yes,No,Yes,No,93.2,Fiber optic,93.2
80.6,5,Yes,1,1,1,Month-to-month,7563-BIUPC,No,No,Male,1,415.55,0-12,5,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,80.6,Fiber optic,80.6
45.3,1,Yes,1,1,1,Month-to-month,7568-PODML,No,No,Male,1,45.3,0-12,1,No,Yes,Yes,0,No,Mailed check,No,Yes,No,No,No phone service,45.3,DSL,45.3
74.9,2,Yes,1,1,1,Month-to-month,7571-YXDAD,No,No,Female,1,147.15,0-12,2,No,No,No,0,Yes,Credit card (automatic),No,No,No,No,Yes,74.9,Fiber optic,74.9
76.05,3,Yes,1,1,1,Month-to-month,7576-OYWBN,No,No,Male,1,231.8,0-12,3,No,No,No,1,Yes,Electronic check,No,Yes,No,No,Yes,76.05,Fiber optic,76.05
50.15,2,Yes,1,1,1,Month-to-month,7579-OOPEC,No,No,Female,1,115.1,0-12,2,No,No,No,1,Yes,Credit card (automatic),Yes,No,No,Yes,No,50.15,DSL,50.15
54.85,2,Yes,1,1,1,Month-to-month,7580-UGXNC,No,No,Female,1,104.2,0-12,2,No,No,No,1,Yes,Mailed check,No,No,Yes,Yes,No,54.85,DSL,54.85
43.3,3,Yes,1,1,1,Month-to-month,7587-RZNME,No,No,Male,1,123.65,0-12,3,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,43.3,DSL,43.3
44.6,6,Yes,1,1,1,Month-to-month,7593-JNWRU,Yes,No,Male,1,260.8,0-12,6,No,No,No,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,No,44.6,DSL,44.6
46.3,1,Yes,1,1,1,Month-to-month,7593-XFKDI,No,No,Male,1,46.3,0-12,1,No,No,No,0,Yes,Mailed check,No,No,No,No,No,46.3,DSL,46.3
79.6,1,Yes,1,1,1,Month-to-month,7594-RQHXR,Yes,No,Female,1,79.6,0-12,1,No,No,Yes,0,Yes,Electronic check,No,Yes,No,No,No,79.6,Fiber optic,79.6
75.8,1,Yes,1,1,1,Month-to-month,7595-EUIVN,No,No,Female,1,75.8,0-12,1,No,No,No,0,Yes,Electronic check,No,No,No,Yes,No,75.8,Fiber optic,75.8
76.4,2,Yes,1,1,1,Month-to-month,7598-UAASY,No,Yes,Male,1,151.8,0-12,2,No,No,No,0,Yes,Electronic check,Yes,No,No,No,No,76.4,Fiber optic,76.4
106.15,42,Yes,1,1,1,Month-to-month,7599-FKVXZ,No,Yes,Male,1,4512.7,37-48,42,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,106.15,Fiber optic,106.15
73.75,12,Yes,1,1,1,Month-to-month,7603-USHJS,Yes,No,Male,1,871.4,0-12,12,No,No,No,0,Yes,Credit card (automatic),No,Yes,No,No,Yes,73.75,Fiber optic,73.75
84.45,12,Yes,1,1,1,Month-to-month,7613-LLQFO,No,No,Male,1,1059.55,0-12,12,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,Yes,84.45,Fiber optic,84.45
44.6,2,Yes,1,1,1,Month-to-month,7615-ESMYF,No,No,Female,1,97.1,0-12,2,No,Yes,Yes,0,No,Electronic check,Yes,No,No,No,No phone service,44.6,DSL,44.6
54.75,24,Yes,1,1,1,Month-to-month,7619-ODSGN,Yes,No,Male,1,1338.15,13-24,24,No,No,No,0,Yes,Electronic check,Yes,No,Yes,No,Yes,54.75,DSL,54.75
49.9,1,Yes,1,1,1,Month-to-month,7623-TRNQN,Yes,No,Male,1,49.9,0-12,1,Yes,No,No,0,Yes,Mailed check,No,Yes,No,No,No,49.9,DSL,49.9
76.5,11,Yes,1,1,1,Month-to-month,7625-XCQRH,No,No,Female,1,837.95,0-12,11,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,76.5,Fiber optic,76.5
78.95,37,Yes,1,1,1,Month-to-month,7627-JKIAZ,No,Yes,Female,1,2839.65,37-48,37,No,No,No,0,Yes,Credit card (automatic),Yes,Yes,No,No,Yes,78.95,Fiber optic,78.95
79,7,Yes,1,1,1,Month-to-month,7638-QVMVY,No,No,Female,1,522.95,0-12,7,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,79,Fiber optic,79
48.8,22,Yes,1,1,1,Month-to-month,7639-SUPCW,No,No,Female,1,1054.6,13-24,22,No,No,No,0,Yes,Credit card (automatic),No,Yes,Yes,No,No,48.8,DSL,48.8
100.7,46,Yes,1,1,1,Month-to-month,7641-EUYET,Yes,Yes,Male,1,4541.2,37-48,46,No,Yes,No,1,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,100.7,Fiber optic,100.7
69.2,1,Yes,1,1,1,Month-to-month,7660-HDPJV,No,No,Female,1,69.2,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,69.2,Fiber optic,69.2
44.15,1,Yes,1,1,1,Month-to-month,7663-RGWBC,No,No,Male,1,44.15,0-12,1,No,No,No,0,Yes,Mailed check,No,Yes,No,No,No,44.15,DSL,44.15
69.6,1,Yes,1,1,1,Month-to-month,7665-TOALD,No,No,Female,1,69.6,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,No,69.6,Fiber optic,69.6
45,3,Yes,1,1,1,Month-to-month,7675-OZCZG,No,No,Female,1,127.1,0-12,3,No,No,No,1,Yes,Electronic check,No,No,No,No,No,45,DSL,45
65.45,14,Yes,1,1,1,Month-to-month,7683-CBDKJ,Yes,No,Male,1,937.6,13-24,14,No,Yes,No,0,Yes,Electronic check,Yes,Yes,Yes,Yes,No,65.45,DSL,65.45
80.15,5,Yes,1,1,1,Month-to-month,7693-LCKZL,Yes,No,Male,1,385,0-12,5,No,No,No,0,Yes,Electronic check,Yes,Yes,No,Yes,Yes,80.15,Fiber optic,80.15
81,23,Yes,1,1,1,Month-to-month,7703-ZEKEF,No,Yes,Male,1,1917.1,13-24,23,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,81,Fiber optic,81
41.05,59,Yes,1,1,1,Month-to-month,7721-JXEAW,No,No,Male,1,2452.7,49-60,59,No,No,Yes,0,No,Bank transfer (automatic),Yes,Yes,No,Yes,No phone service,41.05,DSL,41.05
75.2,43,Yes,1,1,1,Month-to-month,7730-IUTDZ,No,No,Male,1,3198.6,37-48,43,No,No,No,0,Yes,Electronic check,No,Yes,Yes,No,No,75.2,Fiber optic,75.2
40.1,1,Yes,1,1,1,Month-to-month,7734-DBOAI,Yes,No,Female,1,40.1,0-12,1,Yes,Yes,No,0,No,Electronic check,Yes,No,No,No,No phone service,40.1,DSL,40.1
91.05,32,Yes,1,1,1,Month-to-month,7739-LAXOG,Yes,Yes,Female,1,2954.5,25-36,32,No,No,Yes,0,Yes,Bank transfer (automatic),Yes,Yes,No,No,Yes,91.05,Fiber optic,91.05
51.05,8,Yes,1,1,1,Month-to-month,7743-EXURX,Yes,Yes,Male,1,415.05,0-12,8,No,No,No,0,Yes,Electronic check,Yes,Yes,No,No,No,51.05,DSL,51.05
105.9,60,Yes,1,1,1,Month-to-month,7752-XUSCI,No,Yes,Female,1,6396.45,49-60,60,No,Yes,Yes,0,Yes,Electronic check,No,Yes,No,Yes,Yes,105.9,Fiber optic,105.9
29.7,15,Yes,1,1,1,Month-to-month,7758-XKCBS,No,No,Male,1,438.25,13-24,15,Yes,No,No,0,No,Electronic check,No,Yes,No,No,No phone service,29.7,DSL,29.7
80.65,2,Yes,1,1,1,Month-to-month,7760-OYPDY,No,No,Female,1,144.15,0-12,2,No,Yes,No,0,Yes,Electronic check,No,Yes,No,No,No,80.65,Fiber optic,80.65
50.45,1,Yes,1,1,1,Month-to-month,7767-UXAGJ,No,No,Male,1,50.45,0-12,1,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,50.45,DSL,50.45
50.4,30,Yes,1,1,1,Month-to-month,7776-QWNFX,No,No,Male,1,1527.5,25-36,30,No,No,No,1,Yes,Bank transfer (automatic),Yes,Yes,No,Yes,No,50.4,DSL,50.4
86.65,10,Yes,1,1,1,Month-to-month,7779-LGOVN,No,No,Male,1,856.65,0-12,10,No,No,Yes,1,Yes,Electronic check,Yes,Yes,No,No,Yes,86.65,Fiber optic,86.65
99.4,18,Yes,1,1,1,Month-to-month,7780-OTDSO,No,No,Male,1,1742.95,13-24,18,No,Yes,Yes,0,Yes,Electronic check,Yes,Yes,Yes,No,Yes,99.4,Fiber optic,99.4
99.7,12,Yes,1,1,1,Month-to-month,7783-YKGDV,No,Yes,Female,1,1238.45,0-12,12,No,No,Yes,0,Yes,Bank transfer (automatic),No,Yes,Yes,Yes,Yes,99.7,Fiber optic,99.7
77.95,4,Yes,1,1,1,Month-to-month,7786-WBJYI,No,No,Female,1,305.55,0-12,4,No,No,No,0,Yes,Bank transfer (automatic),No,No,No,Yes,Yes,77.95,Fiber optic,77.95
24.95,5,Yes,1,1,1,Month-to-month,7802-EFKNY,No,No,Male,1,100.4,0-12,5,No,No,No,0,No,Electronic check,Yes,Yes,No,No,No phone service,24.95,DSL,24.95
24.1,17,Yes,1,1,1,Month-to-month,7812-FZHPE,Yes,No,Female,1,409.9,13-24,17,No,No,No,0,Yes,Mailed check,Yes,No,No,No,Yes,24.1,No,24.1
75.55,2,Yes,1,1,1,Month-to-month,7817-BOQPW,No,No,Female,1,166.3,0-12,2,No,No,No,0,Yes,Electronic check,No,Yes,No,No,Yes,75.55,Fiber optic,75.55
